,id,price,heading,link,make,model,odometer_km,year,colour,location,doors,fuel_consumption_lpkm,engine_power_max_kW,engine_size_l,engine_fuel_type,engine_fuel_tank_l,engine_transmission,performace_0_to_100_s,performace_speed_max_kmph,economy_fuel_consumption_lpkm,economy_fuel_range_km,economy_CO2_gpkm,safety_ABS,safety_EBD,safety_brake_assist,safety_driver_airbag,safety_passenger_airbag,safety_airbag_quantity,features_bluetooth,features_aircon,specs_doors,specs_seats,specs_kerb_weight,history_num_owners,options,description,img_link
125,125,119995.0,2014 Kia Picanto 1.2 Ex for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Kia-Picanto-1.2-Ex-Western-Cape-Bellville/5261341/"">
Kia Picanto 1.2 Ex </a>",Kia,Kia Picanto,83000.0,2014.0,silver,western cape,,,65.0,1.2,p,35.0,m,,169.0,5.0,700.0,119.0,True,True,False,True,True,2.0,True,True,5.0,5.0,940.0,,,"Finance Available AND Trade-ins Welcome. Terms and conditions apply, errors and omissions excepted. Please click (More ads from this seller) to view more vehicles for sale at AUTOSPOT or visit www.autospot.co.zaAUTOSPOT, 68 STRAND ROAD STIKLAND, BELLVILLE021 949 0002 OR 0861 668 622 TOLL FREEPAUL - 082 724 6711 (Available on WhatsApp)OOM PIET - 082 489 8368GAVIN - 082 979 3429 (Available on WhatsApp)FRANCOIS – 081 714 8760 (Available on WhatsApp)",
126,126,119995.0,2016 Toyota Etios 1.5 Xi 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2016-Toyota-Etios-1.5-Xi-5dr-Western-Cape-Parow/5278019/"">
Toyota Etios 1.5 Xi 5dr </a>",Toyota,Toyota Etios,98000.0,2016.0,silver,western cape,,,66.0,1.5,p,45.0,m,,165.0,6.0,750.0,138.0,True,True,False,True,True,2.0,True,True,5.0,5.0,915.0,,,"Service Plan Optional. Finance can be arranged, Price excludes Documentation and Registration costs, Trade-ins accepted, Test drives welcome. Optional Extras: Extended warranty, Bodyline maintenance plan, Interior maintenance plan, Smash and Grab. CONTACT: MARIUS: 0720165195, JOHANN: 0824991438, MORNE: 0735171727, VUSI: 0727142437, EMILE: 0712725838, HERMAN: 0828357879.",
127,127,119995.0,2013 Ford Fiesta 1.4 Ambiente 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Ford-Fiesta-1.4-Ambiente-5-Door-Western-Cape-Cape-Town/5316261/"">
Ford Fiesta 1.4 Ambiente 5-Door </a>",Ford,Ford Fiesta,121000.0,2013.0,white on grey cloth,western cape,,,71.0,1.4,p,42.0,m,,175.0,5.7,737.0,130.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1110.0,,,"Fantastic value for money!! A young family, a rep, so many applications!! Awesome road holding, 1.4i motor pack`s a good punch!! Call Walt, to arrange a demo drive - 082 8028846 /sales1@riversideauto.co.za - Finance through the 4 major banks - ABSA, MFC, Wesbank and Standard bank - T`s and C`s apply",
128,128,119995.0,2014 Volkswagen Polo Vivo 1.4 Blueline 5Dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Volkswagen-Polo-Vivo-1.4-Blueline-5Dr-Western-Cape-Goodwood/5359021/"">
Volkswagen Polo Vivo 1.4 Blueline 5Dr </a>",Volkswagen,Volkswagen Polo Vivo,99000.0,2014.0,silver,western cape,,,55.0,1.4,p,45.0,m,,170.0,5.4,833.0,138.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1058.0,,,2014,
129,129,119995.0,2010 MINI Cooper for sale  in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2010-MINI-Cooper-Western-Cape-Bellville/5388221/"">
MINI Cooper </a>",MINI,MINI Cooper,96500.0,2010.0,silver,western cape,,,90.0,1.6,p,40.0,m,,203.0,5.8,690.0,136.0,True,True,True,True,True,6.0,True,True,3.0,5.0,1150.0,,,"Estimated monthly payment is R 2 460 over 60 months with a 10% deposit of R 12 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
130,130,119995.0,2013 Hyundai i20 1.4 Fluid for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Hyundai-i20-1.4-Fluid-Western-Cape-Kuils-River/5395285/"">
Hyundai i20 1.4 Fluid </a>",Hyundai,Hyundai i20,107000.0,2013.0,silver,western cape,,,73.0,1.4,p,45.0,m,,181.0,6.1,738.0,132.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1028.0,,,"Estimated monthly payment is R 2 460 over 60 months with a 10% deposit of R 12 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
131,131,119995.0,2014 Chevrolet Sonic 1.6 Ls 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Chevrolet-Sonic-1.6-Ls-5dr-Western-Cape-Bellville/5401633/"">
Chevrolet Sonic 1.6 Ls 5dr </a>",Chevrolet,Chevrolet Sonic,55000.0,2014.0,silver,western cape,,,85.0,1.6,p,46.0,m,,189.0,6.5,708.0,155.0,True,True,False,True,True,4.0,True,True,5.0,5.0,1170.0,,,Car in like new condition.Full service history.Call Andrew NOW!!!!! on 082 357 4616.,
132,132,119995.0,2015 Toyota Aygo 1.0 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Toyota-Aygo-1.0-5-Door-Western-Cape-Tokai/5417611/"">
Toyota Aygo 1.0 5-Door </a>",Toyota,Toyota Aygo,25341.0,2015.0,silver me (1e7),western cape,,,51.0,1.0,p,35.0,m,,160.0,4.4,796.0,102.0,True,True,True,True,True,4.0,True,True,5.0,5.0,855.0,,,Delivery Fee - R4500,
133,133,119995.0,2014 Hyundai i20 1.4 Fluid for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Hyundai-i20-1.4-Fluid-Western-Cape-Tokai/5418587/"">
Hyundai i20 1.4 Fluid </a>",Hyundai,Hyundai i20,90000.0,2014.0,silver,western cape,,,73.0,1.4,p,45.0,m,,181.0,6.1,738.0,132.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1028.0,,,"2014 Hyundai i20 1.4 Fluid with 90,000km and full service history.Last service done 08-11-2019. Park distance control, Air con, power steering, electric windows, smash and grab window tinting, new tyres, CD front loader with AUX & USB, multi functional steering wheel etc.R119,995. Finance available. Call Devon at Pengelly Autos 021 7011986 or 0825364216 anytime. Pengelly Autos hand pick their vehicles, only buying from the owner. We do not buy from auctions, repos etc. We are a financial service provider (FSP no: 22186). Situated at 292 Main Rd, Tokai. We offer finance through all the major banks as well as offering extended warranties, insurance etc. We also accept trade ins. Website www.pengellyautos.co.za To apply for finance, please click on the finance tab on our website.",
134,134,119995.0,2019 Renault Kwid 1.0 Expression 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Renault-Kwid-1.0-Expression-5-Door-Western-Cape-Paarl/5423915/"">
Renault Kwid 1.0 Expression 5-Door </a>",Renault,Renault Kwid,13096.0,2019.0,silver,western cape,,,50.0,1.0,p,28.0,m,,152.0,4.7,596.0,112.0,False,False,False,True,False,1.0,True,True,5.0,5.0,693.0,,,,
135,135,120000.0,2011 Audi A1 1.6tdi Ambition 3dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2011-Audi-A1-1.6tdi-Ambition-3dr-Western-Cape-Cape-Town/5440944/"">
Audi A1 1.6tdi Ambition 3dr </a>",Audi,Audi A1,187333.0,2011.0,black,western cape,,,77.0,1.6,d,45.0,m,,190.0,3.9,1154.0,99.0,True,True,True,True,True,6.0,True,True,3.0,4.0,1215.0,,,"Estimated monthly payment is R 2 460 over 60 months with a 10% deposit of R 12 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
136,136,124500.0,2008 Volkswagen Golf 2.0 Fsi Sportline for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2008-Volkswagen-Golf-2.0-Fsi-Sportline-Western-Cape-George/4623485/"">
Volkswagen Golf 2.0 Fsi Sportline </a>",Volkswagen,Volkswagen Golf,180500.0,2008.0,black,western cape,,,110.0,2.0,p,55.0,m,,209.0,7.6,,,True,False,False,True,True,6.0,False,True,5.0,5.0,1288.0,,,Full house car. 6 Speed. Offers welcome.,
137,137,124900.0,2017 Hyundai i10 1.1 Gls for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Hyundai-i10-1.1-Gls-Western-Cape-Worcester/4605871/"">
Hyundai i10 1.1 Gls </a>",Hyundai,Hyundai i10,38800.0,2017.0,sleek silver,western cape,,,50.0,1.1,p,35.0,m,,153.0,4.8,729.0,114.0,False,False,False,True,False,1.0,False,True,5.0,5.0,880.0,,,"Price Excludes administration, delivery and license registration fees.",
138,138,124900.0,2017 Hyundai Grand i10 1.25 Fluid for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Hyundai-Grand-i10-1.25-Fluid-Western-Cape-Cape-Town/5147257/"">
Hyundai Grand i10 1.25 Fluid </a>",Hyundai,Hyundai Grand i10,78600.0,2017.0,silver,western cape,,,64.0,1.2,p,43.0,m,,167.0,5.9,729.0,130.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1051.0,,,"Hyundai Grand i10 1.25 Fluid (May 2014 - February 2017) 

The specs below are based on the closest match to the advertised vehicle and exclude any additional options.

For more information on this vehicle please contact the dealer.




Overview



Engine 



Performance 



Economy 



Safety 



Features 



Aesthetics and Comfort 



Specifications 





Overview


Engine
1.2 Petrol


Doors
5


Transmission
Manual


Fuel Consumption (Average)
5.9l/100km


Date introduced
May 2014




Engine


Power Max
64 Kw


Power Max rpm
6000 r/min


Torque Max
120 Nm


Torque Max rpm
4000 r/min


Engine Size
1.2 l


Cylinders
4 


Fuel Type
Petrol 


Engine Position / Location
Front 


Transmission type
Manual 


Gear ratios quantity
5 


Gearshift
Manual 


Driven Wheels
Front 




Performance


0-100Kph
12.7 s


Top speed
167 Km/h




Economy


Average
5.9 l/100km


Co2
130 g/km


Fuel range
729 Km


Fuel tank capacity
43 l




Safety


ABS
✔


EBD
✔


Driver airbag
✔


Passenger airbag
✔


Airbag quantity
2 




Features


Electric windows
✔


Power steering
✔


Central locking
Remote 


Air conditioning
✔


Cd player
✔


Bluetooth connectivity
✔


USB port
✔


Auxiliary input
✔


Front fog lights
✔


High level brake light
✔


Electric folding mirrors
✔


On board trip computer
✔


Multi function steering wheel controls
✔


Alloy wheel
✔


Front tyres
165/65 R14 


Rear tyres
165/65 R14 




Aesthetics and Comfort


Cloth upholstery
✔




Specifications


Length
3765 mm


Width excl mirrors / Incl mirrors
1660 mm


Height
1520 mm


Wheelbase
2425 mm


Ground clearance
167 mm


Body shape
Hatch 


Seats quantity
5 


Doors
5 


Kerb weight
1051 Kg


Load volume capacity
256-1202 l





Disclaimer: Although utmost care is taken in supplying
accurate data and images, Cars.co.za, Duoporta management,
employees or sources may not be held responsible for any
errors, omissions or any loss incurred.",
139,139,124900.0,2017 Kia Picanto 1.0 Street for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Kia-Picanto-1.0-Street-Western-Cape-Diep-River/5159875/"">
Kia Picanto 1.0 Street </a>",Kia,Kia Picanto,43001.0,2017.0,metallic sparkling silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,True,True,False,True,True,2.0,True,True,5.0,5.0,952.0,,,"Estimated monthly payment is R 2 560 over 60 months with a 10% deposit of R 12 490
at a rate of 13% (PRIME + 3%) -
Recalculate?",
140,140,124900.0,2018 Nissan Micra 1.2 Active Visia for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2018-Nissan-Micra-1.2-Active-Visia-Western-Cape-Malmesbury/5186443/"">
Nissan Micra 1.2 Active Visia </a>",Nissan,Nissan Micra,22116.0,2018.0,silver,western cape,,,56.0,1.2,p,41.0,m,,166.0,5.2,789.0,124.0,True,True,True,True,True,2.0,True,True,5.0,5.0,946.0,,,"Estimated monthly payment is R 2 560 over 60 months with a 10% deposit of R 12 490
at a rate of 13% (PRIME + 3%) -
Recalculate?",
141,141,124900.0,2016 Kia Picanto 1.2 EX Manual for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2016-Kia-Picanto-1.2-EX-Manual-Western-Cape-Milnerton/5227019/"">
Kia Picanto 1.2 EX Manual </a>",Kia,Kia Picanto,55000.0,2016.0,silver,western cape,,,65.0,1.2,p,35.0,m,,169.0,5.0,700.0,119.0,True,True,False,True,True,2.0,True,True,5.0,5.0,940.0,,,"We are so confident in the quality of this car, we offer a 7-day/700km return policy; Vehicle features include: Warranty: 02-02-2021 or 150 000km / Last Service: 26-08-2019 on 51 517km / Bluetooth / Auxiliary / 15” Alloys // getWorth certified; finance available; nationwide delivery; Trade-ins welcome; price excludes service & delivery fee; please make an appointment to view.",
142,142,124900.0,2014 Hyundai i20 1.4D Glide for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Hyundai-i20-1.4D-Glide-Western-Cape-Strand/5240539/"">
Hyundai i20 1.4D Glide </a>",Hyundai,Hyundai i20,101000.0,2014.0,silver,western cape,,,66.0,1.4,d,45.0,m,,174.0,5.0,900.0,110.0,True,True,False,True,True,6.0,True,True,5.0,5.0,1115.0,,,"Get ready to be blown away by how much car you get in this deal !!! There’s plenty of oomph for overtaking and it gets from 80km/h-120km/h surprisingly quickly.With a 45l fuel tank and a fuel consumption of 5.0l/100km you can get over 900km on a tank of fuel. Excellent specification, small yet powerful engine, light on fuel, sensible, excellent buy !",
143,143,124900.0,2012 MINI Cooper for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-MINI-Cooper-Western-Cape-Strand/5264977/"">
MINI Cooper </a>",MINI,MINI Cooper,103000.0,2012.0,black,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"The Mini Cooper has so much charm and is such an easy car to drive, hugging the road on a winding road and a breeze to park on crowded streets. Despite the Mini Cooper's small size, the front seats are surprisingly spacious. There is no shortage of headroom or legroom and the cabin feels extraordinarily airy...SAFETY... All 2012 Mini Coopers come standard with antilock disc brakes, stability control and front-seat side airbags. Side curtain airbags are standard on the hatchback.",
144,144,124900.0,2014 Chevrolet Sonic 1.6 LS 5Dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Chevrolet-Sonic-1.6-LS-5Dr-Western-Cape-George/5303747/"">
Chevrolet Sonic 1.6 LS 5Dr </a>",Chevrolet,Chevrolet Sonic,103000.0,2014.0,silver,western cape,,,85.0,1.6,p,46.0,m,,189.0,6.5,708.0,155.0,True,True,False,True,True,4.0,True,True,5.0,5.0,1170.0,,,"Arriving Soon! Full Service History, Radio/CD, Bluetooth, Multi-Function Steering, Cruise Control, Air-Conditioning, Spare Key, Remote Central Locking, Alloy Wheels.DEKRA Roadworthy included.Finance and Insurance can be arranged.Trade-ins accepted.Mechanical Warranty Available.",
145,145,124900.0,2015 Toyota Etios 1.5 XS 5 DOOR for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Toyota-Etios-1.5-XS-5-DOOR-Western-Cape-Knysna/5402449/"">
Toyota Etios 1.5 XS 5 DOOR </a>",Toyota,Toyota Etios,47000.0,2015.0,silver,western cape,,,66.0,1.5,p,45.0,m,,165.0,6.0,750.0,138.0,True,True,False,True,True,2.0,False,True,5.0,5.0,920.0,,,125 POINT QUALITY CHECK DONE ON THE VEHICLEBrilliant Condition and accident FreeFull service historyAll the tyres are very goodInterior Prestine conditionExtended warranty options aswell as various other plans optional availableContact Nico @ 0731888873,
146,146,124900.0,2014 Volkswagen Polo Vivo 1.4 Trendline 5Dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Volkswagen-Polo-Vivo-1.4-Trendline-5Dr-Western-Cape-Bellville/5418801/"">
Volkswagen Polo Vivo 1.4 Trendline 5Dr </a>",Volkswagen,Volkswagen Polo Vivo,91000.0,2014.0,silver,western cape,,,63.0,1.4,p,45.0,m,,177.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1061.0,,,"Bluetooth, Mp3, SD card functionality,central lockingThis one is clean and well looked after, easy on fuel and easy to drive. Come and see us for a test drive and we can do a demo.",
147,147,124900.0,2017 Kia Picanto 1.0 Street for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Kia-Picanto-1.0-Street-Western-Cape-Diep-River/5444520/"">
Kia Picanto 1.0 Street </a>",Kia,Kia Picanto,35000.0,2017.0,metallic sparkling silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,True,True,False,True,True,2.0,True,True,5.0,5.0,952.0,,,"Estimated monthly payment is R 2 560 over 60 months with a 10% deposit of R 12 490
at a rate of 13% (PRIME + 3%) -
Recalculate?",
148,148,124900.0,2013 Ford Fiesta 1.4 Ambiente 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Ford-Fiesta-1.4-Ambiente-5-Door-Western-Cape-Bellville/5447430/"">
Ford Fiesta 1.4 Ambiente 5-Door </a>",Ford,Ford Fiesta,55000.0,2013.0,charcoal ,western cape,,,71.0,1.4,p,42.0,m,,175.0,5.7,737.0,130.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1110.0,,,Alloy mags,
149,149,124990.0,2012 Hyundai i20 1.6 for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-Hyundai-i20-1.6-Western-Cape-Cape-Town/5391691/"">
Hyundai i20 1.6 </a>",Hyundai,Hyundai i20,97000.0,2012.0,grey,western cape,,,91.0,1.6,p,45.0,m,,190.0,5.9,763.0,140.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1061.0,,,"Beautiful vehicle with full service history. Fitted with Usb input, Radio cd player, C/locking, E/windows, Abs brakes, P/steering, Air con,PDC , Boot spoiler and more. All trade ins welcome. Finance and delivery will be arranged. INTERESTED?: CONTACT US ON 021 591 3167. FISIT OUR WEBSITE AT mcmotors.co.za FOR MORE BEAUTIFUL VEHICLES OR COME AND VIEW AT 38 VOORTREKKER ROAD, GOODWOOD",
150,150,124995.0,2015 Hyundai Grand i10 1.25 Motion for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Hyundai-Grand-i10-1.25-Motion-Western-Cape-Cape-Town/4989466/"">
Hyundai Grand i10 1.25 Motion </a>",Hyundai,Hyundai Grand i10,85000.0,2015.0,grey,western cape,,,64.0,1.2,p,43.0,m,,167.0,5.9,729.0,130.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1051.0,,,"Estimated monthly payment is R 2 560 over 60 months with a 10% deposit of R 12 500
at a rate of 13% (PRIME + 3%) -
Recalculate?",
151,151,124995.0,2019 Renault Kwid 1.0 Expression 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Renault-Kwid-1.0-Expression-5-Door-Western-Cape-Tokai/5319161/"">
Renault Kwid 1.0 Expression 5-Door </a>",Renault,Renault Kwid,501.0,2019.0,silver,western cape,,,50.0,1.0,p,28.0,m,,152.0,4.7,596.0,112.0,False,False,False,True,False,1.0,True,True,5.0,5.0,693.0,,,"Estimated monthly payment is R 2 560 over 60 months with a 10% deposit of R 12 500
at a rate of 13% (PRIME + 3%) -
Recalculate?",
152,152,124995.0,2017 Kia Picanto 1.0 Street for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Kia-Picanto-1.0-Street-Western-Cape-Milnerton/5411661/"">
Kia Picanto 1.0 Street </a>",Kia,Kia Picanto,32000.0,2017.0,metallic sparkling silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,True,True,False,True,True,2.0,True,True,5.0,5.0,952.0,,,"Estimated monthly payment is R 2 560 over 60 months with a 10% deposit of R 12 500
at a rate of 13% (PRIME + 3%) -
Recalculate?",
153,153,124995.0,2018 Nissan Micra 1.2 Active Visia for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2018-Nissan-Micra-1.2-Active-Visia-Western-Cape-Cape-Town/5437709/"">
Nissan Micra 1.2 Active Visia </a>",Nissan,Nissan Micra,25000.0,2018.0,silver,western cape,,,56.0,1.2,p,41.0,m,,166.0,5.2,789.0,124.0,True,True,True,True,True,2.0,True,True,5.0,5.0,946.0,,,"Estimated monthly payment is R 2 560 over 60 months with a 10% deposit of R 12 500
at a rate of 13% (PRIME + 3%) -
Recalculate?",
154,154,124995.0,2018 Nissan Micra 1.2 Active Visia for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2018-Nissan-Micra-1.2-Active-Visia-Western-Cape-Cape-Town/5439407/"">
Nissan Micra 1.2 Active Visia </a>",Nissan,Nissan Micra,23480.0,2018.0,silver,western cape,,,56.0,1.2,p,41.0,m,,166.0,5.2,789.0,124.0,True,True,True,True,True,2.0,True,True,5.0,5.0,946.0,,,"Estimated monthly payment is R 2 560 over 60 months with a 10% deposit of R 12 500
at a rate of 13% (PRIME + 3%) -
Recalculate?",
